id,text
"Potiskum,Nigeria,Yobe","Potiskum,Nigeria,Yobe"
"Port Harcourt,Nigeria,Rivers","Port Harcourt,Nigeria,Rivers"
"Pindiga,Nigeria,Gombe","Pindiga,Nigeria,Gombe"
"Patigi,Nigeria,Kwara","Patigi,Nigeria,Kwara"
"Pankshin,Nigeria,Plateau","Pankshin,Nigeria,Plateau"
"Ozubulu,Nigeria,Anambra","Ozubulu,Nigeria,Anambra"
"Oyo,Nigeria,Oyo","Oyo,Nigeria,Oyo"
"Oyan,Nigeria,Osun","Oyan,Nigeria,Osun"
"Owo,Nigeria,Ondo","Owo,Nigeria,Ondo"
"Owerri,Nigeria,Imo","Owerri,Nigeria,Imo"
"Otukpa,Nigeria,Benue","Otukpa,Nigeria,Benue"
"Otan Ayegbaju,Nigeria,Osun","Otan Ayegbaju,Nigeria,Osun"
"Osogbo,Nigeria,Osun","Osogbo,Nigeria,Osun"
"Orita Eruwa,Nigeria,Oyo","Orita Eruwa,Nigeria,Oyo"
"Onitsha,Nigeria,Anambra","Onitsha,Nigeria,Anambra"
"Ondo,Nigeria,Ondo","Ondo,Nigeria,Ondo"
"Olupona,Nigeria,Osun","Olupona,Nigeria,Osun"
"Okuta,Nigeria,Kwara","Okuta,Nigeria,Kwara"
"Okrika,Nigeria,Rivers","Okrika,Nigeria,Rivers"
"Okigwe,Nigeria,Imo","Okigwe,Nigeria,Imo"
"Okene,Nigeria,Kogi","Okene,Nigeria,Kogi"
"Oke Mesi,Nigeria,Osun","Oke Mesi,Nigeria,Osun"
"Oke Ila,Nigeria,Ekiti","Oke Ila,Nigeria,Ekiti"
"Ohafia-Ifigh,Nigeria,Abia","Ohafia-Ifigh,Nigeria,Abia"
"Ogwashi-Uku,Nigeria,Delta","Ogwashi-Uku,Nigeria,Delta"
"Oguta,Nigeria,Imo","Oguta,Nigeria,Imo"
"Ogoja,Nigeria,Cross River","Ogoja,Nigeria,Cross River"
"Ogaminana,Nigeria,Kogi","Ogaminana,Nigeria,Kogi"
"Offa,Nigeria,Kwara","Offa,Nigeria,Kwara"
"Ode,Nigeria,Ondo","Ode,Nigeria,Ondo"
"Obudu,Nigeria,Cross River","Obudu,Nigeria,Cross River"
"Obonoma,Nigeria,Rivers","Obonoma,Nigeria,Rivers"
"Numan,Nigeria,Adamawa","Numan,Nigeria,Adamawa"
"Nsukka,Nigeria,Enugu","Nsukka,Nigeria,Enugu"
"Nnewi,Nigeria,Anambra","Nnewi,Nigeria,Anambra"
"Nkwerre,Nigeria,Imo","Nkwerre,Nigeria,Imo"
"Nkpor,Nigeria,Anambra","Nkpor,Nigeria,Anambra"
"Nguru,Nigeria,Yobe","Nguru,Nigeria,Yobe"
"Nasarawa,Nigeria,Nassarawa","Nasarawa,Nigeria,Nassarawa"
"Nafada,Nigeria,Gombe","Nafada,Nigeria,Gombe"
"Mubi,Nigeria,Adamawa","Mubi,Nigeria,Adamawa"
"Moriki,Nigeria,Zamfara","Moriki,Nigeria,Zamfara"
"Monguno,Nigeria,Borno","Monguno,Nigeria,Borno"
"Mokwa,Nigeria,Niger","Mokwa,Nigeria,Niger"
"Modakeke,Nigeria,Osun","Modakeke,Nigeria,Osun"
"Minna,Nigeria,Niger","Minna,Nigeria,Niger"
"Marte,Nigeria,Borno","Marte,Nigeria,Borno"
"Malumfashi,Nigeria,Katsina","Malumfashi,Nigeria,Katsina"
"Makurdi,Nigeria,Benue","Makurdi,Nigeria,Benue"
"Makoko,Nigeria,Lagos","Makoko,Nigeria,Lagos"
"Maiduguri,Nigeria,Borno","Maiduguri,Nigeria,Borno"
"Magumeri,Nigeria,Borno","Magumeri,Nigeria,Borno"
"Lokoja,Nigeria,Kogi","Lokoja,Nigeria,Kogi"
"Lere,Nigeria,Kaduna","Lere,Nigeria,Kaduna"
"Lapai,Nigeria,Niger","Lapai,Nigeria,Niger"
"Lalupon,Nigeria,Oyo","Lalupon,Nigeria,Oyo"
"Lagos,Nigeria,Lagos","Lagos,Nigeria,Lagos"
"Lafiagi,Nigeria,Kwara","Lafiagi,Nigeria,Kwara"
"Lafia,Nigeria,Nassarawa","Lafia,Nigeria,Nassarawa"
"Kwale,Nigeria,Delta","Kwale,Nigeria,Delta"
"Kumo,Nigeria,Gombe","Kumo,Nigeria,Gombe"
"Kumagunnam,Nigeria,Yobe","Kumagunnam,Nigeria,Yobe"
"Kukawa,Nigeria,Borno","Kukawa,Nigeria,Borno"
"Kuje,Nigeria,Abuja Federal Capital Territory","Kuje,Nigeria,Abuja Federal Capital Territory"
"Kontagora,Nigeria,Niger","Kontagora,Nigeria,Niger"
"Kiyawa,Nigeria,Jigawa","Kiyawa,Nigeria,Jigawa"
"Kisi,Nigeria,Oyo","Kisi,Nigeria,Oyo"
"Keffi,Nigeria,Nassarawa","Keffi,Nigeria,Nassarawa"
"Kaura Namoda,Nigeria,Zamfara","Kaura Namoda,Nigeria,Zamfara"
"Katsina-Ala,Nigeria,Benue","Katsina-Ala,Nigeria,Benue"
"Katsina,Nigeria,Katsina","Katsina,Nigeria,Katsina"
"Kari,Nigeria,Bauchi","Kari,Nigeria,Bauchi"
"Kano,Nigeria,Kano","Kano,Nigeria,Kano"
"Kamba,Nigeria,Kebbi","Kamba,Nigeria,Kebbi"
"Kaiama,Nigeria,Kwara","Kaiama,Nigeria,Kwara"
"Kagoro,Nigeria,Kaduna","Kagoro,Nigeria,Kaduna"
"Kafanchan,Nigeria,Kaduna","Kafanchan,Nigeria,Kaduna"
"Kaduna,Nigeria,Kaduna","Kaduna,Nigeria,Kaduna"
"Kachia,Nigeria,Kaduna","Kachia,Nigeria,Kaduna"
"Kabba,Nigeria,Kogi","Kabba,Nigeria,Kogi"
"Jos,Nigeria,Plateau","Jos,Nigeria,Plateau"
"Jimeta,Nigeria,Adamawa","Jimeta,Nigeria,Adamawa"
"Jega,Nigeria,Kebbi","Jega,Nigeria,Kebbi"
"Jebba,Nigeria,Kwara","Jebba,Nigeria,Kwara"
"Jalingo,Nigeria,Taraba","Jalingo,Nigeria,Taraba"
"Iwo,Nigeria,Osun","Iwo,Nigeria,Osun"
"Itu,Nigeria,Akwa Ibom","Itu,Nigeria,Akwa Ibom"
"Isieke,Nigeria,Ebonyi","Isieke,Nigeria,Ebonyi"
"Ise-Ekiti,Nigeria,Ekiti","Ise-Ekiti,Nigeria,Ekiti"
"Isanlu-Itedoijowa,Nigeria,Kogi","Isanlu-Itedoijowa,Nigeria,Kogi"
"Ipoti,Nigeria,Ekiti","Ipoti,Nigeria,Ekiti"
"Iperu,Nigeria,Ogun","Iperu,Nigeria,Ogun"
"Inisa,Nigeria,Osun","Inisa,Nigeria,Osun"
"Ilorin,Nigeria,Kwara","Ilorin,Nigeria,Kwara"
"Ilobu,Nigeria,Osun","Ilobu,Nigeria,Osun"
"Illela,Nigeria,Sokoto","Illela,Nigeria,Sokoto"
"Ilesa,Nigeria,Osun","Ilesa,Nigeria,Osun"
"Ilaro,Nigeria,Ogun","Ilaro,Nigeria,Ogun"
"Ila Orangun,Nigeria,Osun","Ila Orangun,Nigeria,Osun"
"Ikot Ekpene,Nigeria,Akwa Ibom","Ikot Ekpene,Nigeria,Akwa Ibom"
"Ikom,Nigeria,Cross River","Ikom,Nigeria,Cross River"
"Ikirun,Nigeria,Osun","Ikirun,Nigeria,Osun"
"Ikire,Nigeria,Osun","Ikire,Nigeria,Osun"
"Ikere-Ekiti,Nigeria,Ekiti","Ikere-Ekiti,Nigeria,Ekiti"
"Ikeja,Nigeria,Lagos","Ikeja,Nigeria,Lagos"
"Ijero-Ekiti,Nigeria,Ekiti","Ijero-Ekiti,Nigeria,Ekiti"
"Ijebu-Ode,Nigeria,Ogun","Ijebu-Ode,Nigeria,Ogun"
"Ijebu-Jesa,Nigeria,Osun","Ijebu-Jesa,Nigeria,Osun"
"Ijebu-Igbo,Nigeria,Ogun","Ijebu-Igbo,Nigeria,Ogun"
"Ihiala,Nigeria,Anambra","Ihiala,Nigeria,Anambra"
"Igede-Ekiti,Nigeria,Ekiti","Igede-Ekiti,Nigeria,Ekiti"
"Igbo-Ukwu,Nigeria,Anambra","Igbo-Ukwu,Nigeria,Anambra"
"Igbor,Nigeria,Benue","Igbor,Nigeria,Benue"
"Igbo-Ora,Nigeria,Oyo","Igbo-Ora,Nigeria,Oyo"
"Igboho,Nigeria,Oyo","Igboho,Nigeria,Oyo"
"Igbeti,Nigeria,Oyo","Igbeti,Nigeria,Oyo"
"Igbara-Odo,Nigeria,Ekiti","Igbara-Odo,Nigeria,Ekiti"
"Ifo,Nigeria,Ogun","Ifo,Nigeria,Ogun"
"Idanre,Nigeria,Ondo","Idanre,Nigeria,Ondo"
"Idah,Nigeria,Kogi","Idah,Nigeria,Kogi"
"Ibi,Nigeria,Taraba","Ibi,Nigeria,Taraba"
"Ibeto,Nigeria,Niger","Ibeto,Nigeria,Niger"
"Ibadan,Nigeria,Oyo","Ibadan,Nigeria,Oyo"
"Hadejia,Nigeria,Jigawa","Hadejia,Nigeria,Jigawa"
"Gwoza,Nigeria,Borno","Gwoza,Nigeria,Borno"
"Gwarzo,Nigeria,Kano","Gwarzo,Nigeria,Kano"
"Gwaram,Nigeria,Jigawa","Gwaram,Nigeria,Jigawa"
"Gwadabawa,Nigeria,Sokoto","Gwadabawa,Nigeria,Sokoto"
"Gusau,Nigeria,Zamfara","Gusau,Nigeria,Zamfara"
"Gummi,Nigeria,Zamfara","Gummi,Nigeria,Zamfara"
"Gumel,Nigeria,Jigawa","Gumel,Nigeria,Jigawa"
"Gombi,Nigeria,Adamawa","Gombi,Nigeria,Adamawa"
"Gombe,Nigeria,Gombe","Gombe,Nigeria,Gombe"
"Gembu,Nigeria,Taraba","Gembu,Nigeria,Taraba"
"Geidam,Nigeria,Yobe","Geidam,Nigeria,Yobe"
"Gbongan,Nigeria,Osun","Gbongan,Nigeria,Osun"
"Gaya,Nigeria,Kano","Gaya,Nigeria,Kano"
"Gashua,Nigeria,Yobe","Gashua,Nigeria,Yobe"
"Garko,Nigeria,Gombe","Garko,Nigeria,Gombe"
"Ganye,Nigeria,Adamawa","Ganye,Nigeria,Adamawa"
"Gamboru,Nigeria,Borno","Gamboru,Nigeria,Borno"
"Funtua,Nigeria,Katsina","Funtua,Nigeria,Katsina"
"Fiditi,Nigeria,Oyo","Fiditi,Nigeria,Oyo"
"Ezza-Ohu,Nigeria,Ebonyi","Ezza-Ohu,Nigeria,Ebonyi"
"Esuk Oron,Nigeria,Akwa Ibom","Esuk Oron,Nigeria,Akwa Ibom"
"Epe,Nigeria,Lagos","Epe,Nigeria,Lagos"
"Enugu-Ukwu,Nigeria,Anambra","Enugu-Ukwu,Nigeria,Anambra"
"Enugu-Ezike,Nigeria,Enugu","Enugu-Ezike,Nigeria,Enugu"
"Enugu,Nigeria,Enugu","Enugu,Nigeria,Enugu"
"Emure-Ekiti,Nigeria,Ekiti","Emure-Ekiti,Nigeria,Ekiti"
"Elele,Nigeria,Rivers","Elele,Nigeria,Rivers"
"Ekpoma,Nigeria,Edo","Ekpoma,Nigeria,Edo"
"Eket,Nigeria,Akwa Ibom","Eket,Nigeria,Akwa Ibom"
"Ejigbo,Nigeria,Osun","Ejigbo,Nigeria,Osun"
"Eha Amufu,Nigeria,Enugu","Eha Amufu,Nigeria,Enugu"
"Egbe,Nigeria,Kogi","Egbe,Nigeria,Kogi"
"Effon Alaiye,Nigeria,Osun","Effon Alaiye,Nigeria,Osun"
"Effium,Nigeria,Ebonyi","Effium,Nigeria,Ebonyi"
"Ebute Ikorodu,Nigeria,Lagos","Ebute Ikorodu,Nigeria,Lagos"
"Dutsen Wai,Nigeria,Kaduna","Dutsen Wai,Nigeria,Kaduna"
"Dutse,Nigeria,Jigawa","Dutse,Nigeria,Jigawa"
"Dukku,Nigeria,Gombe","Dukku,Nigeria,Gombe"
"Doma,Nigeria,Nassarawa","Doma,Nigeria,Nassarawa"
"Dikwa,Nigeria,Borno","Dikwa,Nigeria,Borno"
"Deba,Nigeria,Gombe","Deba,Nigeria,Gombe"
"Daura,Nigeria,Katsina","Daura,Nigeria,Katsina"
"Daura,Nigeria,Yobe","Daura,Nigeria,Yobe"
"Darazo,Nigeria,Bauchi","Darazo,Nigeria,Bauchi"
"Damboa,Nigeria,Borno","Damboa,Nigeria,Borno"
"Damaturu,Nigeria,Yobe","Damaturu,Nigeria,Yobe"
"Calabar,Nigeria,Cross River","Calabar,Nigeria,Cross River"
"Burutu,Nigeria,Delta","Burutu,Nigeria,Delta"
"Bukuru,Nigeria,Plateau","Bukuru,Nigeria,Plateau"
"Buguma,Nigeria,Rivers","Buguma,Nigeria,Rivers"
"Bonny,Nigeria,Rivers","Bonny,Nigeria,Rivers"
"Bode Saadu,Nigeria,Kwara","Bode Saadu,Nigeria,Kwara"
"Biu,Nigeria,Borno","Biu,Nigeria,Borno"
"Birnin Kudu,Nigeria,Jigawa","Birnin Kudu,Nigeria,Jigawa"
"Birnin Kebbi,Nigeria,Kebbi","Birnin Kebbi,Nigeria,Kebbi"
"Sofo-Birnin-Gwari,Nigeria,Kaduna","Sofo-Birnin-Gwari,Nigeria,Kaduna"
"Billiri,Nigeria,Gombe","Billiri,Nigeria,Gombe"
"Bida,Nigeria,Niger","Bida,Nigeria,Niger"
"Benin City,Nigeria,Edo","Benin City,Nigeria,Edo"
"Bende,Nigeria,Abia","Bende,Nigeria,Abia"
"Beli,Nigeria,Taraba","Beli,Nigeria,Taraba"
"Bauchi,Nigeria,Bauchi","Bauchi,Nigeria,Bauchi"
"Baro,Nigeria,Niger","Baro,Nigeria,Niger"
"Bama,Nigeria,Borno","Bama,Nigeria,Borno"
"Badagry,Nigeria,Lagos","Badagry,Nigeria,Lagos"
"Babana,Nigeria,Niger","Babana,Nigeria,Niger"
"Azare,Nigeria,Bauchi","Azare,Nigeria,Bauchi"
"Awka,Nigeria,Anambra","Awka,Nigeria,Anambra"
"Awgu,Nigeria,Enugu","Awgu,Nigeria,Enugu"
"Auchi,Nigeria,Edo","Auchi,Nigeria,Edo"
"Asaba,Nigeria,Delta","Asaba,Nigeria,Delta"
"Argungu,Nigeria,Kebbi","Argungu,Nigeria,Kebbi"
"Aramoko-Ekiti,Nigeria,Ekiti","Aramoko-Ekiti,Nigeria,Ekiti"
"Apomu,Nigeria,Osun","Apomu,Nigeria,Osun"
"Anchau,Nigeria,Kaduna","Anchau,Nigeria,Kaduna"
"Amaigbo,Nigeria,Abia","Amaigbo,Nigeria,Abia"
"Akwanga,Nigeria,Nassarawa","Akwanga,Nigeria,Nassarawa"
"Akure,Nigeria,Ondo","Akure,Nigeria,Ondo"
"Aku,Nigeria,Enugu","Aku,Nigeria,Enugu"
"Ajaokuta,Nigeria,Kogi","Ajaokuta,Nigeria,Kogi"
"Agulu,Nigeria,Anambra","Agulu,Nigeria,Anambra"
"Agbor,Nigeria,Delta","Agbor,Nigeria,Delta"
"Afikpo,Nigeria,Ebonyi","Afikpo,Nigeria,Ebonyi"
"Ado Odo,Nigeria,Ogun","Ado Odo,Nigeria,Ogun"
"Ado-Ekiti,Nigeria,Ekiti","Ado-Ekiti,Nigeria,Ekiti"
"Abuja,Nigeria,Abuja Federal Capital Territory","Abuja,Nigeria,Abuja Federal Capital Territory"
"Abeokuta,Nigeria,Ogun","Abeokuta,Nigeria,Ogun"
"Abakaliki,Nigeria,Ebonyi","Abakaliki,Nigeria,Ebonyi"
"Aba,Nigeria,Abia","Aba,Nigeria,Abia"
"Degema Hulk,Nigeria,Rivers","Degema Hulk,Nigeria,Rivers"
"Tipitapa,Nicaragua,Managua","Tipitapa,Nicaragua,Managua"
"Somoto,Nicaragua,Madriz","Somoto,Nicaragua,Madriz"
"Somotillo,Nicaragua,Chinandega","Somotillo,Nicaragua,Chinandega"
"Siuna,Nicaragua,Atlántico Norte (RAAN)","Siuna,Nicaragua,Atlántico Norte (RAAN)"
"San Rafael del Sur,Nicaragua,Managua","San Rafael del Sur,Nicaragua,Managua"
"San Marcos,Nicaragua,Carazo","San Marcos,Nicaragua,Carazo"
"Rivas,Nicaragua,Rivas","Rivas,Nicaragua,Rivas"
"Río Blanco,Nicaragua,Matagalpa","Río Blanco,Nicaragua,Matagalpa"
"Rama,Nicaragua,Atlántico Sur","Rama,Nicaragua,Atlántico Sur"
"Puerto Cabezas,Nicaragua,Atlántico Norte (RAAN)","Puerto Cabezas,Nicaragua,Atlántico Norte (RAAN)"
"Ocotal,Nicaragua,Nueva Segovia","Ocotal,Nicaragua,Nueva Segovia"
"Nueva Guinea,Nicaragua,Atlántico Sur","Nueva Guinea,Nicaragua,Atlántico Sur"
"Nandaime,Nicaragua,Granada","Nandaime,Nicaragua,Granada"
"Nagarote,Nicaragua,León","Nagarote,Nicaragua,León"
"Matagalpa,Nicaragua,Matagalpa","Matagalpa,Nicaragua,Matagalpa"
"Masaya,Nicaragua,Masaya","Masaya,Nicaragua,Masaya"
"Masatepe,Nicaragua,Masaya","Masatepe,Nicaragua,Masaya"
"Managua,Nicaragua,Managua","Managua,Nicaragua,Managua"
"León,Nicaragua,León","León,Nicaragua,León"
"La Paz Centro,Nicaragua,León","La Paz Centro,Nicaragua,León"
"Juigalpa,Nicaragua,Chontales","Juigalpa,Nicaragua,Chontales"
"Jinotepe,Nicaragua,Carazo","Jinotepe,Nicaragua,Carazo"
"Jinotega,Nicaragua,Jinotega","Jinotega,Nicaragua,Jinotega"
"Jalapa,Nicaragua,Nueva Segovia","Jalapa,Nicaragua,Nueva Segovia"
"Granada,Nicaragua,Granada","Granada,Nicaragua,Granada"
"Estelí,Nicaragua,Estelí","Estelí,Nicaragua,Estelí"
"El Viejo,Nicaragua,Chinandega","El Viejo,Nicaragua,Chinandega"
"El Crucero,Nicaragua,Managua","El Crucero,Nicaragua,Managua"
"Diriamba,Nicaragua,Carazo","Diriamba,Nicaragua,Carazo"
"Corinto,Nicaragua,Chinandega","Corinto,Nicaragua,Chinandega"
"Chinandega,Nicaragua,Chinandega","Chinandega,Nicaragua,Chinandega"
"Chichigalpa,Nicaragua,Chinandega","Chichigalpa,Nicaragua,Chinandega"
"Camoapa,Nicaragua,Boaco","Camoapa,Nicaragua,Boaco"
"Boaco,Nicaragua,Boaco","Boaco,Nicaragua,Boaco"
"Bluefields,Nicaragua,Atlántico Sur","Bluefields,Nicaragua,Atlántico Sur"
"Ciudad Sandino,Nicaragua,Managua","Ciudad Sandino,Nicaragua,Managua"
"Zwolle,Netherlands,Overijssel","Zwolle,Netherlands,Overijssel"
"Zwijndrecht,Netherlands,South Holland","Zwijndrecht,Netherlands,South Holland"
"Zutphen,Netherlands,Gelderland","Zutphen,Netherlands,Gelderland"
"Zundert,Netherlands,North Brabant","Zundert,Netherlands,North Brabant"
"Zoetermeer,Netherlands,South Holland","Zoetermeer,Netherlands,South Holland"
"Zevenaar,Netherlands,Gelderland","Zevenaar,Netherlands,Gelderland"
"Zeist,Netherlands,Utrecht","Zeist,Netherlands,Utrecht"
"Zeewolde,Netherlands,Flevoland","Zeewolde,Netherlands,Flevoland"
"Zandvoort,Netherlands,North Holland","Zandvoort,Netherlands,North Holland"
"Zaltbommel,Netherlands,Gelderland","Zaltbommel,Netherlands,Gelderland"
"Zaanstad,Netherlands,North Holland","Zaanstad,Netherlands,North Holland"
"Zaandam,Netherlands,North Holland","Zaandam,Netherlands,North Holland"
"Wolvega,Netherlands,Friesland","Wolvega,Netherlands,Friesland"
"Woerden,Netherlands,Utrecht","Woerden,Netherlands,Utrecht"
"Woensdrecht,Netherlands,North Brabant","Woensdrecht,Netherlands,North Brabant"
"Wisch,Netherlands,Gelderland","Wisch,Netherlands,Gelderland"
"Winterswijk,Netherlands,Gelderland","Winterswijk,Netherlands,Gelderland"
"Winschoten,Netherlands,Groningen","Winschoten,Netherlands,Groningen"
"Wijk bij Duurstede,Netherlands,Utrecht","Wijk bij Duurstede,Netherlands,Utrecht"
"Wijchen,Netherlands,Gelderland","Wijchen,Netherlands,Gelderland"
"Wierden,Netherlands,Overijssel","Wierden,Netherlands,Overijssel"
"Westervoort,Netherlands,Gelderland","Westervoort,Netherlands,Gelderland"
"Werkendam,Netherlands,North Brabant","Werkendam,Netherlands,North Brabant"
"Weesp,Netherlands,North Holland","Weesp,Netherlands,North Holland"
"Weert,Netherlands,Limburg","Weert,Netherlands,Limburg"
"Wassenaar,Netherlands,South Holland","Wassenaar,Netherlands,South Holland"
"Wageningen,Netherlands,Gelderland","Wageningen,Netherlands,Gelderland"
"Waddinxveen,Netherlands,South Holland","Waddinxveen,Netherlands,South Holland"
"Waalwijk,Netherlands,North Brabant","Waalwijk,Netherlands,North Brabant"
"Waalre,Netherlands,North Brabant","Waalre,Netherlands,North Brabant"
"Vught,Netherlands,North Brabant","Vught,Netherlands,North Brabant"
"Voorst,Netherlands,Gelderland","Voorst,Netherlands,Gelderland"
"Voorschoten,Netherlands,South Holland","Voorschoten,Netherlands,South Holland"
"Voorhout,Netherlands,South Holland","Voorhout,Netherlands,South Holland"
"Voorburg,Netherlands,South Holland","Voorburg,Netherlands,South Holland"
"Volendam,Netherlands,North Holland","Volendam,Netherlands,North Holland"
"Vlissingen,Netherlands,Zeeland","Vlissingen,Netherlands,Zeeland"
"Vlagtwedde,Netherlands,Groningen","Vlagtwedde,Netherlands,Groningen"
"Vlaardingen,Netherlands,South Holland","Vlaardingen,Netherlands,South Holland"
"Vianen,Netherlands,Utrecht","Vianen,Netherlands,Utrecht"
"Venray,Netherlands,Limburg","Venray,Netherlands,Limburg"
"Venlo,Netherlands,Limburg","Venlo,Netherlands,Limburg"
"Velsen-Zuid,Netherlands,North Holland","Velsen-Zuid,Netherlands,North Holland"
"Velp,Netherlands,Gelderland","Velp,Netherlands,Gelderland"
"Veldhoven,Netherlands,North Brabant","Veldhoven,Netherlands,North Brabant"
"Veghel,Netherlands,North Brabant","Veghel,Netherlands,North Brabant"
"Veere,Netherlands,Zeeland","Veere,Netherlands,Zeeland"
"Veenendaal,Netherlands,Utrecht","Veenendaal,Netherlands,Utrecht"
"Veendam,Netherlands,Groningen","Veendam,Netherlands,Groningen"
"Valkenswaard,Netherlands,North Brabant","Valkenswaard,Netherlands,North Brabant"
"Utrecht,Netherlands,Utrecht","Utrecht,Netherlands,Utrecht"
"Urk,Netherlands,Flevoland","Urk,Netherlands,Flevoland"
"Uithoorn,Netherlands,North Holland","Uithoorn,Netherlands,North Holland"
"Uden,Netherlands,North Brabant","Uden,Netherlands,North Brabant"
"Tubbergen,Netherlands,Overijssel","Tubbergen,Netherlands,Overijssel"
"Tongelre,Netherlands,North Brabant","Tongelre,Netherlands,North Brabant"
"Tilburg,Netherlands,North Brabant","Tilburg,Netherlands,North Brabant"
"Tiel,Netherlands,Gelderland","Tiel,Netherlands,Gelderland"
"Terneuzen,Netherlands,Zeeland","Terneuzen,Netherlands,Zeeland"
"Tegelen,Netherlands,Limburg","Tegelen,Netherlands,Limburg"
"Steenwijk,Netherlands,Overijssel","Steenwijk,Netherlands,Overijssel"
"Steenbergen,Netherlands,North Brabant","Steenbergen,Netherlands,North Brabant"
"Staphorst,Netherlands,Overijssel","Staphorst,Netherlands,Overijssel"
"Stadskanaal,Netherlands,Groningen","Stadskanaal,Netherlands,Groningen"
"Spijkenisse,Netherlands,South Holland","Spijkenisse,Netherlands,South Holland"
"Someren,Netherlands,North Brabant","Someren,Netherlands,North Brabant"
"Soest,Netherlands,Utrecht","Soest,Netherlands,Utrecht"
"Sneek,Netherlands,Friesland","Sneek,Netherlands,Friesland"
"Sliedrecht,Netherlands,South Holland","Sliedrecht,Netherlands,South Holland"
"Sittard,Netherlands,Limburg","Sittard,Netherlands,Limburg"
"Sint-Oedenrode,Netherlands,North Brabant","Sint-Oedenrode,Netherlands,North Brabant"
"'s-Hertogenbosch,Netherlands,North Brabant","'s-Hertogenbosch,Netherlands,North Brabant"
"'s-Gravenzande,Netherlands,South Holland","'s-Gravenzande,Netherlands,South Holland"
"The Hague,Netherlands,South Holland","The Hague,Netherlands,South Holland"
"Schijndel,Netherlands,North Brabant","Schijndel,Netherlands,North Brabant"
"Schiedam,Netherlands,South Holland","Schiedam,Netherlands,South Holland"
"Scheveningen,Netherlands,South Holland","Scheveningen,Netherlands,South Holland"
"Schagen,Netherlands,North Holland","Schagen,Netherlands,North Holland"
"Rucphen,Netherlands,North Brabant","Rucphen,Netherlands,North Brabant"
"Rotterdam,Netherlands,South Holland","Rotterdam,Netherlands,South Holland"
"Roosendaal,Netherlands,North Brabant","Roosendaal,Netherlands,North Brabant"
"Roermond,Netherlands,Limburg","Roermond,Netherlands,Limburg"
"Rijswijk,Netherlands,South Holland","Rijswijk,Netherlands,South Holland"
"Ridderkerk,Netherlands,South Holland","Ridderkerk,Netherlands,South Holland"
"Rhoon,Netherlands,South Holland","Rhoon,Netherlands,South Holland"
"Rhenen,Netherlands,Utrecht","Rhenen,Netherlands,Utrecht"
"Raalte,Netherlands,Overijssel","Raalte,Netherlands,Overijssel"
"Putten,Netherlands,Gelderland","Putten,Netherlands,Gelderland"
"Purmerend,Netherlands,North Holland","Purmerend,Netherlands,North Holland"
"Pijnacker,Netherlands,South Holland","Pijnacker,Netherlands,South Holland"
"Papendrecht,Netherlands,South Holland","Papendrecht,Netherlands,South Holland"
"Oud-Beijerland,Netherlands,South Holland","Oud-Beijerland,Netherlands,South Holland"
"Oss,Netherlands,North Brabant","Oss,Netherlands,North Brabant"
"Oosterhout,Netherlands,North Brabant","Oosterhout,Netherlands,North Brabant"
"Oldenzaal,Netherlands,Overijssel","Oldenzaal,Netherlands,Overijssel"
"Oldebroek,Netherlands,Gelderland","Oldebroek,Netherlands,Gelderland"
"Oisterwijk,Netherlands,North Brabant","Oisterwijk,Netherlands,North Brabant"
"Oegstgeest,Netherlands,South Holland","Oegstgeest,Netherlands,South Holland"
"Nuth,Netherlands,Limburg","Nuth,Netherlands,Limburg"
"Nunspeet,Netherlands,Gelderland","Nunspeet,Netherlands,Gelderland"
"Nuenen,Netherlands,North Brabant","Nuenen,Netherlands,North Brabant"
"Noordwijkerhout,Netherlands,South Holland","Noordwijkerhout,Netherlands,South Holland"
"Noordwijk-Binnen,Netherlands,South Holland","Noordwijk-Binnen,Netherlands,South Holland"
"Nijmegen,Netherlands,Gelderland","Nijmegen,Netherlands,Gelderland"
"Nijkerk,Netherlands,Gelderland","Nijkerk,Netherlands,Gelderland"
"Nieuwegein,Netherlands,Utrecht","Nieuwegein,Netherlands,Utrecht"
"Nederweert,Netherlands,Limburg","Nederweert,Netherlands,Limburg"
"Naarden,Netherlands,North Holland","Naarden,Netherlands,North Holland"
"Naaldwijk,Netherlands,South Holland","Naaldwijk,Netherlands,South Holland"
"Mijdrecht,Netherlands,Utrecht","Mijdrecht,Netherlands,Utrecht"
"Middelharnis,Netherlands,South Holland","Middelharnis,Netherlands,South Holland"
"Middelburg,Netherlands,Zeeland","Middelburg,Netherlands,Zeeland"
"Meppel,Netherlands,Drenthe","Meppel,Netherlands,Drenthe"
"Meerssen,Netherlands,Limburg","Meerssen,Netherlands,Limburg"
"Medemblik,Netherlands,North Holland","Medemblik,Netherlands,North Holland"
"Maastricht,Netherlands,Limburg","Maastricht,Netherlands,Limburg"
"Maassluis,Netherlands,South Holland","Maassluis,Netherlands,South Holland"
"Maarssen,Netherlands,Utrecht","Maarssen,Netherlands,Utrecht"
"Losser,Netherlands,Overijssel","Losser,Netherlands,Overijssel"
"Loon op Zand,Netherlands,North Brabant","Loon op Zand,Netherlands,North Brabant"
"Lisse,Netherlands,South Holland","Lisse,Netherlands,South Holland"
"Lindenholt,Netherlands,Gelderland","Lindenholt,Netherlands,Gelderland"
"Lichtenvoorde,Netherlands,Gelderland","Lichtenvoorde,Netherlands,Gelderland"
